"sent_id","per:title","org:founded_by","per:place_of_birth","per:children","per:alternate_names","per:cause_of_death","org:top_members_employees","per:employee_or_member_of","per:spouse","org:alternate_names","per:age","org:subsidiaries","per:place_of_death","per:schools_attended","org:place_of_headquarters","per:charges","per:origin","per:places_of_residence","none","per:title_cos","org:founded_by_cos","per:place_of_birth_cos","per:children_cos","per:alternate_names_cos","per:cause_of_death_cos","org:top_members_employees_cos","per:employee_or_member_of_cos","per:spouse_cos","org:alternate_names_cos","per:age_cos","org:subsidiaries_cos","per:place_of_death_cos","per:schools_attended_cos","org:place_of_headquarters_cos","per:charges_cos","per:origin_cos","per:places_of_residence_cos","none_cos","workers","max_cos","max_rel","seed_relation","seed_relation_cos","term1","b1","e1","term2","b2","e2","sentence"
"CONTEXT_POS_1242",0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,"org:founded_by","org:founded_by",1,"Galleon Group","14","16","Raj Rajaratnam","8","10","Among those most recently charged were the billionaire Raj Rajaratnam , founder of the Galleon Group of hedge funds , and Danielle Chiesi , a hedge fund industry consultant , both of whom have denied wrongdoing and are facing trial later this year ."
"CONTEXT_POS_1000",0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0905357460425185,0,0,0,0,0.995893206467704,0,0,0,0,0,0,0,0,0,12,0.995893206467704,"org:alternate_names","org:alternate_names",0.995893206467704,"International Agency for Research on Cancer","22","28","IARC","30","31","`` The users in the study were light users compared to today, '' said Prof. Elisabeth Cardis of World Health Organization 's International Agency for Research on Cancer , or IARC , which organized the study ."
"CONTEXT_POS_529",0,0,0,0,0,1,0,0,0,0,0,0,14,0,0,0,0,1,0,0,0,0,0,0,0.0710669054518702,0,0,0,0,0,0,0.994936676326182,0,0,0,0,0.0710669054518702,0,15,0.994936676326182,"per:place_of_death","per:places_of_residence",0.0710669054518702,"Sparky Anderson","0","2","Thousand Oaks","42","44","Sparky Anderson , who managed Cincinnati 's powerful Big Red Machine to baseball dominance in the 1970s and became the first manager to win World Series championships in both the National and American Leagues , died on Thursday at his home in Thousand Oaks , Calif. He was 76 ."
"CONTEXT_POS_1187",0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.919145030018058,0,0,0,0,0,0,0,0,0,0,0.393919298579168,10,0.919145030018058,"per:employee_or_member_of","org:top_members_employees",0,"Arcandor","20","21","Thomas Middlehoff","9","11","German prosecutors are to investigate allegations of fraud against Thomas Middlehoff , former head of the retail and tourism group Arcandor that declared insolvency this week , a spokesman told AFP on Friday ."
"CONTEXT_POS_365",0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,1,0,0,0.838627869377535,0,0,0,0,0,0,0,0,0,0,0.104828483672192,0,0,0.524142418360959,0,0.104828483672192,14,0.838627869377535,"per:place_of_birth","per:place_of_birth",0.838627869377535,"Penner","0","1","Inglewood","8","9","Penner was born Oct. 10 , 1957 in Inglewood and graduated from Western High School in Anaheim and Cal State Fullerton ."
"CONTEXT_POS_392",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0.707106781186547,4,0.707106781186547,"per:charges,none","per:charges",0.707106781186547,"Kissel","0","1","murder","18","19","Kissel 's lawyers argued during the appeal hearing that prosecutors broke the law by using evidence during the murder trial that drew from the American 's initial bail hearing after she was charged ."
"CONTEXT_POS_893",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0.404061017820884,0,0,0,0,0,0,0,0,0,0,0,0,0,0.90913729009699,0.101015254455221,0,11,0.90913729009699,"per:origin","per:place_of_birth",0.404061017820884,"Charles Gwathmey","0","2","N.C.","13","14","Charles Gwathmey was born on June 19 , 1938 , in Charlotte , N.C. , and was reared both there and in New York City ."
"CONTEXT_POS_407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162221421130763,0.973328526784575,0.162221421130763,8,0.973328526784575,"per:places_of_residence","per:places_of_residence",0.973328526784575,"Kissel","0","1","Minneapolis","15","16","Kissel -- a native of Adrian , Michigan , whose family has also lived in Minneapolis -- has been serving a life sentence since she was convicted in September 2005 ."
"CONTEXT_POS_187",0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.957826285221151,0,0,0,0,0,0,0.287347885566345,0,0,0,0,0,0,13,0.957826285221151,"per:cause_of_death","per:cause_of_death",0.957826285221151,"Chowdhry","7","8","heart attack","11","13","Pakistan Boxing Federation spokesman Obaid Awan said Chowdhry died of a heart attack in the southern port city of Karachi ."
"CONTEXT_POS_658",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,"per:schools_attended","per:schools_attended",1,"Cunningham","3","4","Cornish School","8","10","In 1937 , Cunningham began study at the Cornish School in Seattle ."
"CONTEXT_POS_878",0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.980196058819607,0,0.140028008402801,0,0,0,0,0,0.140028008402801,9,0.980196058819607,"per:age","per:age",0.980196058819607,"Charles Gwathmey","1","3","71","4","5","-- Charles Gwathmey , 71 , an architect known for his influential modernist home designs and famous clients like director Steven Spielberg , of cancer in New York CIty ."
"CONTEXT_POS_1162",0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,1,"org:place_of_headquarters","org:place_of_headquarters",1,"Arcandor","25","26","Essen","22","23","Arcandor 's mail-order subsidiary Quelle is in worse shape however , Klaus-Hubert Goerg told a press conference in the western city of Essen , where Arcandor is based ."
"CONTEXT_POS_950",0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076696498884737,0,0,0,0.997054485501581,0,0,0,0,0,0,0,14,0.997054485501581,"org:subsidiaries","org:subsidiaries",0.997054485501581,"Access Industries","5","7","LyondellBasell","0","1","LyondellBasell is privately owned by Access Industries and ProChemie Holding ."
"CONTEXT_POS_1246",0,9,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.874157276121538,0,0,0,0,0,0.485642931178632,0,0,0,0,0,0,0,0,0,0,0,12,0.874157276121538,"org:founded_by","org:founded_by",0.874157276121538,"Galleon Group","22","24","Raj Rajaratnam","14","16","Just over a year ago , Bharara 's office brought insider trading charges against Raj Rajaratnam , the co-founder of hedge fund Galleon Group ."
"CONTEXT_POS_510",0,0,0,0,0,1,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0.0710669054518702,0,0,0,0,0,0,0.994936676326182,0,0,0,0.0710669054518702,0,0,15,0.994936676326182,"per:place_of_death","per:place_of_death",0.994936676326182,"Laurent Fignon","0","2","Paris","56","57","Laurent Fignon , a French cyclist whose two Tour de France victories were later overshadowed by a spectacularly narrow loss in that race to American Greg LeMond _ a defeat that came to define his career and rank among the most dramatic moments in sports history _ died Aug. 31 of cancer at a hospital in Paris ."
"CONTEXT_POS_357",0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,1,"per:spouse","per:spouse",1,"McGregor","9","10","Lori","13","14","`` Our thoughts , our prayers are with ( McGregor 's wife ) Lori and the entire family as we all try to cope and understand how such a tragic loss could occur with such a wonderful man . ''"
"CONTEXT_POS_513",0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.964763821237732,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263117405792109,0,0,12,0.964763821237732,"per:place_of_birth","per:place_of_death",0,"Fignon","8","9","Paris","2","3","Born in Paris August 12 , 1960 , Fignon was one of the best cyclists of the 1980s ."
"CONTEXT_POS_1092",1,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,4,0.132453235706504,0,0,0,0,0,0.264906471413009,0.794719414239026,0,0,0,0,0,0,0,0,0,0,0.529812942826018,13,0.794719414239026,"per:employee_or_member_of","org:top_members_employees",0.264906471413009,"China Banking Regulatory Commission","3","7","Jiang Dingzhi","0","2","Jiang Dingzhi , China Banking Regulatory Commission ( CBRC ) Vice Chairman also highlighted the importance of establishing a `` all- coverage '' financial supervision system ."
"CONTEXT_POS_79",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997458699830735,0,0,0.0712470499879096,15,0.997458699830735,"per:charges","per:charges",0.997458699830735,"Rana","0","1","conspiracy","17","18","Rana , a 49-year-old Canadian co-defendant who also lived in Chicago , has pleaded not guilty to conspiracy to provide material support to terrorism in Denmark and India , as well as to Lashkar-e-Taiba ."
"CONTEXT_POS_312",0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,1,"per:spouse","per:spouse",1,"Gray","0","1","Brenna Gray","4","6","Gray 's wife , Brenna Gray , also spoke ."
"CONTEXT_POS_426",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.995037190209989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0995037190209989,11,0.995037190209989,"per:children","per:children",0.995037190209989,"Neal","1","2","Tessa Dahl","5","7","Among Neal 's children is Tessa Dahl , who followed in her father 's footsteps as a writer ."
"CONTEXT_POS_516",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,1,0,0,0.225017580185205,0,0,0,0,0,0,0,0,0,0,0,0,0,0.787561530648217,0.562543950463012,0.112508790092602,13,0.787561530648217,"per:origin","per:origin",0.787561530648217,"Laurent Fignon","28","30","France","26","27","Schleck meanwhile is hoping to create his own drama Saturday and cause what would be the biggest upset on the race since American Greg LeMond beat France 's Laurent Fignon by eight seconds in 1989 ."
"CONTEXT_POS_441",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0803219328902499,0,0,0.963863194682999,0.24096579867075,0.0803219328902499,15,0.963863194682999,"per:origin","per:places_of_residence",0.24096579867075,"Neal","9","10","Tenn.","6","7","She grew up in Knoxville , Tenn. , where Neal was turned onto acting at 10 after seeing an impassioned speech about `` demon rum '' at the local temperance union speaking contest ."
