"sent_id","per:title","org:founded_by","per:place_of_birth","per:children","per:alternate_names","per:cause_of_death","org:top_members_employees","per:employee_or_member_of","per:spouse","org:alternate_names","per:age","org:subsidiaries","per:place_of_death","per:schools_attended","org:place_of_headquarters","per:charges","per:origin","per:places_of_residence","none","per:title_cos","org:founded_by_cos","per:place_of_birth_cos","per:children_cos","per:alternate_names_cos","per:cause_of_death_cos","org:top_members_employees_cos","per:employee_or_member_of_cos","per:spouse_cos","org:alternate_names_cos","per:age_cos","org:subsidiaries_cos","per:place_of_death_cos","per:schools_attended_cos","org:place_of_headquarters_cos","per:charges_cos","per:origin_cos","per:places_of_residence_cos","none_cos","workers","max_cos","max_rel","seed_relation","seed_relation_cos","term1","b1","e1","term2","b2","e2","sentence"
"CONTEXT_NEG_1572",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,1,"none","per:employee_or_member_of",0,"Abdul Aziz Al-Hakim","4","7","CNN","0","1","CNN notes , `` Abdul Aziz Al-Hakim spent years in Iran as an exile , but returned to Iraq in 2003 following the overthrow of Saddam Hussein ."
"CONTEXT_NEG_3123",0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997785157856609,0,0,0,0,0.0665190105237739,0,15,0.997785157856609,"per:place_of_death","per:place_of_birth",0,"Orlando Zapata","3","5","Havana","9","10","Leading Cuban dissident Orlando Zapata died Tuesday in a Havana hospital on the 85th day of a hunger strike , medical officials told AFP ."
"CONTEXT_NEG_1181",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0.0712470499879096,0,0,0,0,0,0,0,0,0,0.997458699830735,15,0.997458699830735,"none","per:children",0,"Seibel","0","1","Pekar","11","12","Seibel , whose husband and three children also became acquainted with Pekar , said Brabner would abruptly pull Pekar out of their telephone conversations , and that she tried to interfere with a Brooklyn book-signing event at which Seibel appeared with Pekar in November ."
"CONTEXT_NEG_2008",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0.08304547985374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99654575824488,13,0.99654575824488,"none","per:cause_of_death",0,"Vitaly Ginzburg","0","2","bomb","16","17","Vitaly Ginzburg , a Nobel-prize winning Russian physicist and one of the fathers of Soviet hydrogen bomb , has died in Moscow ."
"CONTEXT_NEG_4213",0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,9,0,0,0,0,0,0,0.105409255338946,0.210818510677892,0,0,0,0.210818510677892,0,0,0,0,0,0,0.948683298050514,14,0.948683298050514,"none","org:founded_by",0,"Arcandor","12","13","Thomas Cook","0","2","Thomas Cook , meanwhile , has been insulated from the turmoil at Arcandor , and jobs there are not believed to be at risk ."
"CONTEXT_NEG_833",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301511344577764,0.904534033733291,0.301511344577764,10,0.904534033733291,"per:places_of_residence","per:place_of_death",0,"Clifton","7","8","Maryland","20","21","After her husband died in 1984 , Clifton taught at the University of California at Santa Cruz before returning to Maryland in 1989 ."
"CONTEXT_NEG_3658",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0.110431526074847,0,0,0,0,0,0,0,0,0.993883734673619,10,0.993883734673619,"none","org:subsidiaries",0,"Stockholm International Peace Research Institute","28","33","SCO","0","1","SCO members possess 17.5 percent of the world 's known oil reserves and nearly half the natural gas supplies , according to a 2007 study published by the Stockholm International Peace Research Institute ."
"CONTEXT_NEG_492",0,0,0,0,0,0,11,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.987829161147262,0.0898026510133875,0,0,0,0.0898026510133875,0,0,0,0,0,0,0.0898026510133875,13,0.987829161147262,"org:top_members_employees","per:alternate_names",0,"Ronnie James Dio","4","7","Black Sabbath","14","16","The mammoth service for Ronnie James Dio , the fiery frontman for bands like Black Sabbath , was more akin to a spirited rock concert than a dreary funeral ."
"CONTEXT_NEG_3022",0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.970142500145332,0,0,0,0,0,0,0,0,0,0,0,0.242535625036333,15,0.970142500145332,"org:top_members_employees","per:schools_attended",0,"Don Meredith","52","54","Cowboys","4","5","Then there are the Cowboys , whose fans should fall to their knees , bow their heads and make a sacrifice of chips and salsa to the football gods each Sunday morning because all indications are Tony Romo will become the fourth franchise quarterback in the club 's 48-year history , succeeding Don Meredith , Roger Staubach and Aikman ."
"CONTEXT_NEG_4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287347885566345,0,0,0.957826285221151,13,0.957826285221151,"none","per:charges",0.287347885566345,"Ramazan Bashardost","7","9","fraud","30","31","`` It 's a disaster, '' said Ramazan Bashardost , a lawmaker who came in a distant third in the country 's botched August election , which was marred by fraud so widespread a third of Karzai 's ballots were thrown out ."
"CONTEXT_NEG_3169",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0.104828483672192,0,0,0,0,0,0,0,0,0,0,0,0,0,0.314485451016575,0.943456353049727,0,12,0.943456353049727,"per:places_of_residence","per:places_of_residence",0.943456353049727,"Gwathmey","19","20","Los Angeles","21","23","Gwathmey 's first marriage , to Emily Gwathmey , ended in divorce ; they had one daughter , Annie Gwathmey of Los Angeles , who survives him ."
"CONTEXT_NEG_1070",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0.110431526074847,0,0,0,0,0,0,0,0,0,0,0.993883734673619,10,0.993883734673619,"none","per:title",0,"Alexander Haig","24","26","director","46","47","Bigwigs who have attended the two-week retreat include George H.W. Bush , Dick Cheney , Alan Greenspan , Walter Cronkite , Newt Gingrich , Alexander Haig , Jack Kemp , Henry Kissinger , Colin Powell , John Major , William F. Buckley , and former C.I.A. director William Casey ."
"CONTEXT_NEG_1782",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0710669054518702,0.0710669054518702,0.994936676326182,15,0.994936676326182,"none","per:place_of_death",0,"Fignon","5","6","France","3","4","Former Tour de France victor Fignon has cancer"
"CONTEXT_NEG_3467",0,0,0,0,0,0,6,2,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0.683763458757828,0.227921152919276,0,0,0,0.113960576459638,0,0,0,0,0,0,0.683763458757828,15,0.683763458757828,"org:top_members_employees,none","org:founded_by",0,"American Association for the Advancement of Science","15","22","Patrick Clemins","11","13","`` No way this would be a scientific reprieve, '' said Patrick Clemins of the American Association for the Advancement of Science ."
"CONTEXT_NEG_2854",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,"none","per:spouse",0,"Dunne","2","3","Ethel Skakel","15","17","Similarly , Dunne , a guest at the 1950 wedding of Robert F. Kennedy and Ethel Skakel , turned his theories about the culpability of Ethel 's nephew , Michael Skakel , in a long-unsolved murder into another novel , `` A Season in Purgatory '' ( 1993 ) ."
