_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,b1val,b2val,e1val,e2val,factor1,factor2,relations,rellist,step_2a_copy__paste_only_the_words_from_the_sentence_that_express_the_relation_you_selected_in_step1,step_2b_if_you_selected_none_in_step_1_explain_why,b1,b2,e1,e2,ground_truth,object,pattern,relation,seed_relation,sent_id,sentence,term1,term2
859815373,1/12/2016 10:03:20,1857064768,1/12/2016 10:02:58,false,prodege,0.9583,23930372,GBR,"","",46.208.142.157,14,1,16,3,LAURENT FIGNON,VALERIE FIGNON,per:spouse,per:spouse,his wife,N/A,14,1,16,3,wrong,Valerie Fignon,SF13_ENG_029,per:children,per:children,CONTEXT_NEG_1748,"`` Valerie Fignon , his wife , is sad to announce the death of Laurent Fignon today '' , said the hospital statement quoted by local medias .",Laurent Fignon,Valerie Fignon
859815373,1/12/2016 10:25:12,1857074685,1/12/2016 10:24:50,false,bitcoinget,0.9784,31256687,USA,NY,Brooklyn,24.146.181.193,14,1,16,3,LAURENT FIGNON,VALERIE FIGNON,per:spouse,per:spouse,wife,N/A,14,1,16,3,wrong,Valerie Fignon,SF13_ENG_029,per:children,per:children,CONTEXT_NEG_1748,"`` Valerie Fignon , his wife , is sad to announce the death of Laurent Fignon today '' , said the hospital statement quoted by local medias .",Laurent Fignon,Valerie Fignon
859815373,1/12/2016 10:49:39,1857088560,1/12/2016 10:49:19,false,elite,0.9736,30782237,GBR,H9,London,164.143.240.33,14,1,16,3,LAURENT FIGNON,VALERIE FIGNON,per:spouse,per:spouse,his wife,N/A,14,1,16,3,wrong,Valerie Fignon,SF13_ENG_029,per:children,per:children,CONTEXT_NEG_1748,"`` Valerie Fignon , his wife , is sad to announce the death of Laurent Fignon today '' , said the hospital statement quoted by local medias .",Laurent Fignon,Valerie Fignon
859815373,1/12/2016 12:23:29,1857135427,1/12/2016 12:22:58,false,zoombucks,0.9716,7385617,CAN,ON,North Bay,192.186.81.178,14,1,16,3,LAURENT FIGNON,VALERIE FIGNON,per:spouse,per:spouse,his wife,N/A,14,1,16,3,wrong,Valerie Fignon,SF13_ENG_029,per:children,per:children,CONTEXT_NEG_1748,"`` Valerie Fignon , his wife , is sad to announce the death of Laurent Fignon today '' , said the hospital statement quoted by local medias .",Laurent Fignon,Valerie Fignon
859815373,1/12/2016 13:27:56,1857167655,1/12/2016 13:26:02,false,inboxpounds,0.979,27836433,GBR,J4,Weston-super-mare,90.222.97.107,14,1,16,3,LAURENT FIGNON,VALERIE FIGNON,per:spouse,per:spouse,his wife,N/A,14,1,16,3,wrong,Valerie Fignon,SF13_ENG_029,per:children,per:children,CONTEXT_NEG_1748,"`` Valerie Fignon , his wife , is sad to announce the death of Laurent Fignon today '' , said the hospital statement quoted by local medias .",Laurent Fignon,Valerie Fignon
859815373,1/12/2016 14:40:23,1857190930,1/12/2016 14:39:43,false,clixsense,0.9743,24329110,USA,FL,Tampa,12.168.136.2,14,1,16,3,LAURENT FIGNON,VALERIE FIGNON,per:spouse,per:spouse,his wife,N/A,14,1,16,3,wrong,Valerie Fignon,SF13_ENG_029,per:children,per:children,CONTEXT_NEG_1748,"`` Valerie Fignon , his wife , is sad to announce the death of Laurent Fignon today '' , said the hospital statement quoted by local medias .",Laurent Fignon,Valerie Fignon
859815373,1/12/2016 14:46:50,1857193169,1/12/2016 14:46:27,false,instagc,0.9631,21832799,CAN,ON,Wingham,24.244.125.209,14,1,16,3,LAURENT FIGNON,VALERIE FIGNON,per:spouse,per:spouse,wife,N/A,14,1,16,3,wrong,Valerie Fignon,SF13_ENG_029,per:children,per:children,CONTEXT_NEG_1748,"`` Valerie Fignon , his wife , is sad to announce the death of Laurent Fignon today '' , said the hospital statement quoted by local medias .",Laurent Fignon,Valerie Fignon
859815373,1/12/2016 16:14:37,1857278125,1/12/2016 16:14:04,false,neodev,0.9764,34333895,GBR,I3,Rochester,94.14.41.181,14,1,16,3,LAURENT FIGNON,VALERIE FIGNON,per:spouse,per:spouse,his wife,N/A,14,1,16,3,wrong,Valerie Fignon,SF13_ENG_029,per:children,per:children,CONTEXT_NEG_1748,"`` Valerie Fignon , his wife , is sad to announce the death of Laurent Fignon today '' , said the hospital statement quoted by local medias .",Laurent Fignon,Valerie Fignon
859815373,1/12/2016 16:35:57,1857311712,1/12/2016 16:34:12,false,neodev,0.9353,33739744,USA,VA,Manassas,207.244.78.12,14,1,16,3,LAURENT FIGNON,VALERIE FIGNON,NONE,NONE,N/A,nothing,14,1,16,3,wrong,Valerie Fignon,SF13_ENG_029,per:children,per:children,CONTEXT_NEG_1748,"`` Valerie Fignon , his wife , is sad to announce the death of Laurent Fignon today '' , said the hospital statement quoted by local medias .",Laurent Fignon,Valerie Fignon
859815374,1/12/2016 00:43:03,1856284262,1/12/2016 00:42:21,false,clixsense,0.97,6574449,USA,NY,Lockport,69.204.7.114,4,9,5,11,PENNER,CHRISTINE DANIELS,org:alternate_names,org:alternate_names,PENNER return as CHRISTINE DANIELS,N/A,4,9,5,11,correct,Christine Daniels,SF13_ENG_020,per:alternate_names,per:alternate_names,CONTEXT_POS_360,"After his vacation , Penner did indeed return as Christine Daniels , not only continuing to report on sports for the Times but also authoring a blog called `` Woman in Transition, '' detailing his experiences .",Penner,Christine Daniels
859815374,1/12/2016 00:49:03,1856286898,1/12/2016 00:48:32,false,prodege,0.9646,24403612,USA,MI,Royal Oak,198.208.251.23,4,9,5,11,PENNER,CHRISTINE DANIELS,per:alternate_names,per:alternate_names,PENNER did indeed return as CHRISTINE DANIELS,N/A,4,9,5,11,correct,Christine Daniels,SF13_ENG_020,per:alternate_names,per:alternate_names,CONTEXT_POS_360,"After his vacation , Penner did indeed return as Christine Daniels , not only continuing to report on sports for the Times but also authoring a blog called `` Woman in Transition, '' detailing his experiences .",Penner,Christine Daniels
859815374,1/12/2016 01:05:52,1856297644,1/12/2016 01:05:27,false,clixsense,0.9667,20512953,USA,CA,Suisun City,76.232.182.5,4,9,5,11,PENNER,CHRISTINE DANIELS,per:alternate_names,per:alternate_names,did indeed return as,N/A,4,9,5,11,correct,Christine Daniels,SF13_ENG_020,per:alternate_names,per:alternate_names,CONTEXT_POS_360,"After his vacation , Penner did indeed return as Christine Daniels , not only continuing to report on sports for the Times but also authoring a blog called `` Woman in Transition, '' detailing his experiences .",Penner,Christine Daniels
859815374,1/12/2016 01:38:56,1856328799,1/12/2016 01:37:22,false,prodege,0.9693,18972023,GBR,"","",87.114.32.232,4,9,5,11,PENNER,CHRISTINE DANIELS,per:alternate_names,per:alternate_names,did return as,N/A,4,9,5,11,correct,Christine Daniels,SF13_ENG_020,per:alternate_names,per:alternate_names,CONTEXT_POS_360,"After his vacation , Penner did indeed return as Christine Daniels , not only continuing to report on sports for the Times but also authoring a blog called `` Woman in Transition, '' detailing his experiences .",Penner,Christine Daniels
859815374,1/12/2016 01:48:11,1856338721,1/12/2016 01:34:53,false,prodege,0.9729,6309240,USA,CA,Rancho Cucamonga,70.209.196.158,4,9,5,11,PENNER,CHRISTINE DANIELS,per:alternate_names,per:alternate_names,did indeed return as,N/A,4,9,5,11,correct,Christine Daniels,SF13_ENG_020,per:alternate_names,per:alternate_names,CONTEXT_POS_360,"After his vacation , Penner did indeed return as Christine Daniels , not only continuing to report on sports for the Times but also authoring a blog called `` Woman in Transition, '' detailing his experiences .",Penner,Christine Daniels
859815374,1/12/2016 02:15:02,1856369895,1/12/2016 02:14:08,false,neodev,0.9742,11257883,CAN,BC,Vancouver,24.87.158.158,4,9,5,11,PENNER,CHRISTINE DANIELS,per:alternate_names,per:alternate_names,did indeed return as,N/A,4,9,5,11,correct,Christine Daniels,SF13_ENG_020,per:alternate_names,per:alternate_names,CONTEXT_POS_360,"After his vacation , Penner did indeed return as Christine Daniels , not only continuing to report on sports for the Times but also authoring a blog called `` Woman in Transition, '' detailing his experiences .",Penner,Christine Daniels
859815374,1/12/2016 03:39:23,1856500159,1/12/2016 03:36:21,false,clixsense,0.9749,21875134,GBR,"","",87.114.181.2,4,9,5,11,PENNER,CHRISTINE DANIELS,per:alternate_names,per:alternate_names,did return as,N/A,4,9,5,11,correct,Christine Daniels,SF13_ENG_020,per:alternate_names,per:alternate_names,CONTEXT_POS_360,"After his vacation , Penner did indeed return as Christine Daniels , not only continuing to report on sports for the Times but also authoring a blog called `` Woman in Transition, '' detailing his experiences .",Penner,Christine Daniels
859815374,1/12/2016 03:44:02,1856510051,1/12/2016 03:43:39,false,instagc,0.9418,31184650,USA,IA,Mason City,173.26.25.91,4,9,5,11,PENNER,CHRISTINE DANIELS,per:alternate_names,per:alternate_names,PENNER did indeed return as CHRISTINE DANIELS,N/A,4,9,5,11,correct,Christine Daniels,SF13_ENG_020,per:alternate_names,per:alternate_names,CONTEXT_POS_360,"After his vacation , Penner did indeed return as Christine Daniels , not only continuing to report on sports for the Times but also authoring a blog called `` Woman in Transition, '' detailing his experiences .",Penner,Christine Daniels
859815374,1/12/2016 03:49:52,1856522045,1/12/2016 03:49:25,false,prodege,0.9762,33565158,USA,OK,Woodward,107.142.162.102,4,9,5,11,PENNER,CHRISTINE DANIELS,per:alternate_names,per:alternate_names,did return as,N/A,4,9,5,11,correct,Christine Daniels,SF13_ENG_020,per:alternate_names,per:alternate_names,CONTEXT_POS_360,"After his vacation , Penner did indeed return as Christine Daniels , not only continuing to report on sports for the Times but also authoring a blog called `` Woman in Transition, '' detailing his experiences .",Penner,Christine Daniels
859815374,1/12/2016 03:52:48,1856528423,1/12/2016 03:51:59,false,instagc,0.9397,21017840,USA,DE,Dover,73.134.183.161,4,9,5,11,PENNER,CHRISTINE DANIELS,per:place_of_birth,per:place_of_birth,did indeed return as,N/A,4,9,5,11,correct,Christine Daniels,SF13_ENG_020,per:alternate_names,per:alternate_names,CONTEXT_POS_360,"After his vacation , Penner did indeed return as Christine Daniels , not only continuing to report on sports for the Times but also authoring a blog called `` Woman in Transition, '' detailing his experiences .",Penner,Christine Daniels
859815374,1/12/2016 04:54:10,1856667328,1/12/2016 04:53:59,false,prodege,0.9294,28774264,USA,NY,New York,67.243.139.242,4,9,5,11,PENNER,CHRISTINE DANIELS,per:alternate_names,per:alternate_names,PENNER did return as CHRISTINE DANIELS,N/A,4,9,5,11,correct,Christine Daniels,SF13_ENG_020,per:alternate_names,per:alternate_names,CONTEXT_POS_360,"After his vacation , Penner did indeed return as Christine Daniels , not only continuing to report on sports for the Times but also authoring a blog called `` Woman in Transition, '' detailing his experiences .",Penner,Christine Daniels
859815374,1/12/2016 05:10:54,1856705274,1/12/2016 05:10:34,false,instagc,0.9683,27914150,USA,KS,Emporia,67.61.154.33,4,9,5,11,PENNER,CHRISTINE DANIELS,per:alternate_names,per:alternate_names,return as,N/A,4,9,5,11,correct,Christine Daniels,SF13_ENG_020,per:alternate_names,per:alternate_names,CONTEXT_POS_360,"After his vacation , Penner did indeed return as Christine Daniels , not only continuing to report on sports for the Times but also authoring a blog called `` Woman in Transition, '' detailing his experiences .",Penner,Christine Daniels
859815374,1/12/2016 05:24:17,1856733562,1/12/2016 05:23:21,false,clixsense,0.9707,25486037,CAN,ON,Scarborough,108.168.77.229,4,9,5,11,PENNER,CHRISTINE DANIELS,per:alternate_names,per:alternate_names,PENNER return as CHRISTINE DANIELS,N/A,4,9,5,11,correct,Christine Daniels,SF13_ENG_020,per:alternate_names,per:alternate_names,CONTEXT_POS_360,"After his vacation , Penner did indeed return as Christine Daniels , not only continuing to report on sports for the Times but also authoring a blog called `` Woman in Transition, '' detailing his experiences .",Penner,Christine Daniels
859815374,1/12/2016 05:27:50,1856739233,1/12/2016 05:26:06,false,clixsense,0.9552,33878524,CAN,BC,Hope,75.156.80.18,4,9,5,11,PENNER,CHRISTINE DANIELS,per:alternate_names,per:alternate_names,return as,N/A,4,9,5,11,correct,Christine Daniels,SF13_ENG_020,per:alternate_names,per:alternate_names,CONTEXT_POS_360,"After his vacation , Penner did indeed return as Christine Daniels , not only continuing to report on sports for the Times but also authoring a blog called `` Woman in Transition, '' detailing his experiences .",Penner,Christine Daniels
859815374,1/12/2016 05:48:56,1856769211,1/12/2016 05:48:20,false,gifthunterclub,0.9726,30901412,GBR,G5,Maidstone,92.20.138.0,4,9,5,11,PENNER,CHRISTINE DANIELS,per:alternate_names,per:alternate_names,return as,N/A,4,9,5,11,correct,Christine Daniels,SF13_ENG_020,per:alternate_names,per:alternate_names,CONTEXT_POS_360,"After his vacation , Penner did indeed return as Christine Daniels , not only continuing to report on sports for the Times but also authoring a blog called `` Woman in Transition, '' detailing his experiences .",Penner,Christine Daniels
859815376,1/12/2016 22:07:45,1857566361,1/12/2016 22:07:06,false,prodege,0.9488,16101132,GBR,G1,Hounslow,5.66.95.255,3,24,5,25,DON MEREDITH,AGE,per:age,per:age,of 72,N/A,3,24,5,25,wrong,age,SF13_ENG_046,per:cause_of_death,per:cause_of_death,CONTEXT_NEG_2989,"Dallas Cowboys icon Don Meredith , one of the NFL franchise 's first stars , has died after suffering a brain hemorrhage at the age of 72 , the team said .",Don Meredith,age
859815376,1/13/2016 02:17:10,1857712041,1/13/2016 02:15:43,false,neodev,0.9669,33872892,USA,"","",172.58.144.218,3,24,5,25,DON MEREDITH,AGE,NONE,NONE,N/A,read it yourself,3,24,5,25,wrong,age,SF13_ENG_046,per:cause_of_death,per:cause_of_death,CONTEXT_NEG_2989,"Dallas Cowboys icon Don Meredith , one of the NFL franchise 's first stars , has died after suffering a brain hemorrhage at the age of 72 , the team said .",Don Meredith,age
859815376,1/13/2016 05:32:13,1857777210,1/13/2016 05:31:00,false,elite,0.9557,31621842,CAN,BC,Vancouver,96.49.208.230,3,24,5,25,DON MEREDITH,AGE,NONE,NONE,N/A,Don Meredith is not related to age but to the age of 72 (when he died).,3,24,5,25,wrong,age,SF13_ENG_046,per:cause_of_death,per:cause_of_death,CONTEXT_NEG_2989,"Dallas Cowboys icon Don Meredith , one of the NFL franchise 's first stars , has died after suffering a brain hemorrhage at the age of 72 , the team said .",Don Meredith,age
859815376,1/13/2016 09:35:44,1857855537,1/13/2016 09:35:04,false,prodege,0.9547,14848125,GBR,U8,Edinburgh,81.155.247.96,3,24,5,25,DON MEREDITH,AGE,NONE,NONE,N/A,"none apply,  it is just a statement of his age in the sentence",3,24,5,25,wrong,age,SF13_ENG_046,per:cause_of_death,per:cause_of_death,CONTEXT_NEG_2989,"Dallas Cowboys icon Don Meredith , one of the NFL franchise 's first stars , has died after suffering a brain hemorrhage at the age of 72 , the team said .",Don Meredith,age
859815376,1/13/2016 12:19:53,1857925168,1/13/2016 12:19:29,false,neodev,0.9491,33949254,GBR,H9,London,161.23.149.46,3,24,5,25,DON MEREDITH,AGE,per:age,per:age,AGE of 72,N/A,3,24,5,25,wrong,age,SF13_ENG_046,per:cause_of_death,per:cause_of_death,CONTEXT_NEG_2989,"Dallas Cowboys icon Don Meredith , one of the NFL franchise 's first stars , has died after suffering a brain hemorrhage at the age of 72 , the team said .",Don Meredith,age
859815376,1/13/2016 12:25:44,1857927873,1/13/2016 12:25:08,false,clixsense,0.9283,6330007,AUS,06,Launceston,101.178.21.75,3,24,5,25,DON MEREDITH,AGE,per:place_of_death,per:place_of_death,has died,N/A,3,24,5,25,wrong,age,SF13_ENG_046,per:cause_of_death,per:cause_of_death,CONTEXT_NEG_2989,"Dallas Cowboys icon Don Meredith , one of the NFL franchise 's first stars , has died after suffering a brain hemorrhage at the age of 72 , the team said .",Don Meredith,age
859815381,1/12/2016 03:50:46,1856523760,1/12/2016 03:50:10,false,prodege,0.9762,33565158,USA,OK,Woodward,107.142.162.102,3,28,4,30,MONTCOURT,CZECH REPUBLIC,NONE,NONE,N/A,montcourt was against someone from the czech republic,3,28,4,30,wrong,Czech Republic,SF13_ENG_008,per:employee_or_member_of,per:employee_or_member_of,CONTEXT_NEG_466,"Last month , Montcourt achieved his highest career ranking of 104 after reaching the second round at Roland Garros , where he lost to Radek Stepanek of the Czech Republic in four sets .",Montcourt,Czech Republic
859815381,1/12/2016 04:54:59,1856669313,1/12/2016 04:54:30,false,prodege,0.9294,28774264,USA,NY,New York,67.243.139.242,3,28,4,30,MONTCOURT,CZECH REPUBLIC,NONE,NONE,N/A,Radek Stepanek is the one from the Czech Republic.,3,28,4,30,wrong,Czech Republic,SF13_ENG_008,per:employee_or_member_of,per:employee_or_member_of,CONTEXT_NEG_466,"Last month , Montcourt achieved his highest career ranking of 104 after reaching the second round at Roland Garros , where he lost to Radek Stepanek of the Czech Republic in four sets .",Montcourt,Czech Republic
859815381,1/12/2016 05:12:41,1856709417,1/12/2016 05:11:19,false,instagc,0.9683,27914150,USA,KS,Emporia,67.61.154.33,3,28,4,30,MONTCOURT,CZECH REPUBLIC,NONE,NONE,N/A,Montcourt was playing against someone else from czech republic,3,28,4,30,wrong,Czech Republic,SF13_ENG_008,per:employee_or_member_of,per:employee_or_member_of,CONTEXT_NEG_466,"Last month , Montcourt achieved his highest career ranking of 104 after reaching the second round at Roland Garros , where he lost to Radek Stepanek of the Czech Republic in four sets .",Montcourt,Czech Republic
