_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,rellist,step_2a_copy__paste_only_the_words_from_the_sentence_that_express_the_relation_you_selected_in_step1,step_2b_if_you_selected_none_in_step_1_explain_why,b1,b2,e1,e2,ground_truth,object,pattern,relation,seed_relation,sent_id,sentence,term1,term2
846329906,12/14/2015 23:36:03,1832331519,12/14/2015 23:32:59,false,inboxpounds,1,20189797,GBR,B7,Bristol,82.33.24.139,NONE,N/A,Mikhail Dmiriyev is the head of the Federal Agency for Military Cooperation.,25,40,26,42,wrong,Mikhail Dmitriyev,SF13_ENG_089,org:founded_by,org:founded_by,CONTEXT_NEG_4129,"The Kremlin chief is accompanied to Damascus by the president of Russian warplane maker Irkut , Oleg Demchenko , the head of Russian arms exporter Rosoboronexport , Anatoly Isaikin and the head of the Federal Agency for Military Cooperation , Mikhail Dmitriyev .",Rosoboronexport,Mikhail Dmitriyev
846329906,12/14/2015 23:52:11,1832342817,12/14/2015 23:46:28,false,neodev,1,34803019,USA,NJ,Haddonfield,108.24.182.124,NONE,N/A,ROSOBORONEXPORT is related to the president's entourage and Mikhail Dmitriyev is the head of another group within the entourage but there appears to be no relation between the two groups other than the fact that they are all going with the Kremlin chief,25,40,26,42,wrong,Mikhail Dmitriyev,SF13_ENG_089,org:founded_by,org:founded_by,CONTEXT_NEG_4129,"The Kremlin chief is accompanied to Damascus by the president of Russian warplane maker Irkut , Oleg Demchenko , the head of Russian arms exporter Rosoboronexport , Anatoly Isaikin and the head of the Federal Agency for Military Cooperation , Mikhail Dmitriyev .",Rosoboronexport,Mikhail Dmitriyev
846329907,12/14/2015 02:46:44,1831396151,12/14/2015 02:43:23,false,instagc,1,29411108,USA,OH,Fairfield,24.210.181.92,per:title,spokesman,N/A,3,9,5,10,wrong,Pakistan,SF13_ENG_012,per:place_of_birth,per:country_of_birth,CONTEXT_NEG_679,"America-born al-Qaida spokesman Adam Gadahn has been arrested in Pakistan , reports said Sunday .",Adam Gadahn,Pakistan
846329907,12/14/2015 03:53:16,1831410608,12/14/2015 03:52:26,false,instagc,1,20551662,USA,IL,Columbia,70.195.66.75,per:charges,arrested,N/A,3,9,5,10,wrong,Pakistan,SF13_ENG_012,per:place_of_birth,per:country_of_birth,CONTEXT_NEG_679,"America-born al-Qaida spokesman Adam Gadahn has been arrested in Pakistan , reports said Sunday .",Adam Gadahn,Pakistan
846329907,12/14/2015 04:01:37,1831412280,12/14/2015 04:00:57,false,neodev,1,28081782,USA,MS,Jackson,98.95.177.230,per:places_of_residence,ADAM GADAHN has been arrested in PAKISTAN,N/A,3,9,5,10,wrong,Pakistan,SF13_ENG_012,per:place_of_birth,per:country_of_birth,CONTEXT_NEG_679,"America-born al-Qaida spokesman Adam Gadahn has been arrested in Pakistan , reports said Sunday .",Adam Gadahn,Pakistan
846329907,12/14/2015 06:59:44,1831445060,12/14/2015 06:59:10,false,cotter,1,29461112,USA,"","",67.45.113.237,per:charges,been arrested,N/A,3,9,5,10,wrong,Pakistan,SF13_ENG_012,per:place_of_birth,per:country_of_birth,CONTEXT_NEG_679,"America-born al-Qaida spokesman Adam Gadahn has been arrested in Pakistan , reports said Sunday .",Adam Gadahn,Pakistan
846329907,12/14/2015 12:39:48,1831552692,12/14/2015 12:39:11,false,clixsense,1.0,31304413,CAN,BC,Kelowna,66.183.36.177,per:places_of_residence,in PAKISTAN,N/A,3,9,5,10,wrong,Pakistan,SF13_ENG_012,per:place_of_birth,per:country_of_birth,CONTEXT_NEG_679,"America-born al-Qaida spokesman Adam Gadahn has been arrested in Pakistan , reports said Sunday .",Adam Gadahn,Pakistan
846329907,12/14/2015 12:44:38,1831554059,12/14/2015 12:43:51,false,fusioncash,1,20623511,USA,OH,Cleveland,99.126.168.235,NONE,N/A,person was there,3,9,5,10,wrong,Pakistan,SF13_ENG_012,per:place_of_birth,per:country_of_birth,CONTEXT_NEG_679,"America-born al-Qaida spokesman Adam Gadahn has been arrested in Pakistan , reports said Sunday .",Adam Gadahn,Pakistan
846329907,12/14/2015 13:01:31,1831559842,12/14/2015 13:01:04,false,elite,1.0,30782237,GBR,H9,London,164.143.240.33,per:places_of_residence,arrested in,N/A,3,9,5,10,wrong,Pakistan,SF13_ENG_012,per:place_of_birth,per:country_of_birth,CONTEXT_NEG_679,"America-born al-Qaida spokesman Adam Gadahn has been arrested in Pakistan , reports said Sunday .",Adam Gadahn,Pakistan
846329907,12/14/2015 13:24:28,1831568502,12/14/2015 13:23:50,false,clixsense,1.0,10319610,USA,OH,Cleveland,75.118.61.247,per:places_of_residence,has been in,N/A,3,9,5,10,wrong,Pakistan,SF13_ENG_012,per:place_of_birth,per:country_of_birth,CONTEXT_NEG_679,"America-born al-Qaida spokesman Adam Gadahn has been arrested in Pakistan , reports said Sunday .",Adam Gadahn,Pakistan
846329907,12/14/2015 14:46:21,1831608503,12/14/2015 14:45:21,false,neodev,1.0,33984573,USA,FL,Naples,216.177.204.121,per:places_of_residence,in,N/A,3,9,5,10,wrong,Pakistan,SF13_ENG_012,per:place_of_birth,per:country_of_birth,CONTEXT_NEG_679,"America-born al-Qaida spokesman Adam Gadahn has been arrested in Pakistan , reports said Sunday .",Adam Gadahn,Pakistan
846329907,12/14/2015 15:12:05,1831622105,12/14/2015 15:11:51,false,prodege,1.0,4316379,CAN,ON,Windsor,206.47.90.133,per:charges,arrested,N/A,3,9,5,10,wrong,Pakistan,SF13_ENG_012,per:place_of_birth,per:country_of_birth,CONTEXT_NEG_679,"America-born al-Qaida spokesman Adam Gadahn has been arrested in Pakistan , reports said Sunday .",Adam Gadahn,Pakistan
846329907,12/14/2015 16:00:02,1831664771,12/14/2015 15:59:39,false,neodev,1.0,34282840,GBR,H9,London,78.149.116.98,per:places_of_residence,GADAHN,N/A,3,9,5,10,wrong,Pakistan,SF13_ENG_012,per:place_of_birth,per:country_of_birth,CONTEXT_NEG_679,"America-born al-Qaida spokesman Adam Gadahn has been arrested in Pakistan , reports said Sunday .",Adam Gadahn,Pakistan
846329907,12/14/2015 16:26:51,1831694285,12/14/2015 16:25:52,false,coinworker,1.0,33935063,USA,CA,Berkeley,184.23.210.44,per:places_of_residence,arrested in,N/A,3,9,5,10,wrong,Pakistan,SF13_ENG_012,per:place_of_birth,per:country_of_birth,CONTEXT_NEG_679,"America-born al-Qaida spokesman Adam Gadahn has been arrested in Pakistan , reports said Sunday .",Adam Gadahn,Pakistan
846329907,12/14/2015 17:15:09,1831749222,12/14/2015 17:14:36,false,prodege,1.0,35574656,USA,ND,Fargo,165.234.180.57,NONE,N/A,Place of arrest,3,9,5,10,wrong,Pakistan,SF13_ENG_012,per:place_of_birth,per:country_of_birth,CONTEXT_NEG_679,"America-born al-Qaida spokesman Adam Gadahn has been arrested in Pakistan , reports said Sunday .",Adam Gadahn,Pakistan
846329907,12/14/2015 18:07:43,1831814338,12/14/2015 18:06:35,false,gifthunterclub,1.0,29582088,GBR,I2,Manchester,89.242.252.75,per:charges,ADAM GADAHN PAKISTAN,N/A,3,9,5,10,wrong,Pakistan,SF13_ENG_012,per:place_of_birth,per:country_of_birth,CONTEXT_NEG_679,"America-born al-Qaida spokesman Adam Gadahn has been arrested in Pakistan , reports said Sunday .",Adam Gadahn,Pakistan
846329907,12/14/2015 18:27:28,1831831481,12/14/2015 18:26:41,false,inboxpounds,1.0,27836433,GBR,B7,Bristol,2.126.185.53,per:charges,has been arrested,N/A,3,9,5,10,wrong,Pakistan,SF13_ENG_012,per:place_of_birth,per:country_of_birth,CONTEXT_NEG_679,"America-born al-Qaida spokesman Adam Gadahn has been arrested in Pakistan , reports said Sunday .",Adam Gadahn,Pakistan
846329908,12/12/2015 03:04:23,1830288215,12/12/2015 03:03:26,false,instagc,1,20043586,USA,NY,Schuylerville,67.248.253.125,per:spouse,VALERIE FIGNON his wife LAURENT FIGNON,N/A,14,1,16,3,wrong,Valerie Fignon,SF13_ENG_029,per:children,per:children,CONTEXT_NEG_1748,"`` Valerie Fignon , his wife , is sad to announce the death of Laurent Fignon today '' , said the hospital statement quoted by local medias .",Laurent Fignon,Valerie Fignon
846329908,12/12/2015 03:19:22,1830300030,12/12/2015 03:18:22,false,gifthulk,1,18666417,USA,PA,Linesville,72.23.136.188,per:spouse,VALERIE FIGNON wife of LAURENT FIGNON,N/A,14,1,16,3,wrong,Valerie Fignon,SF13_ENG_029,per:children,per:children,CONTEXT_NEG_1748,"`` Valerie Fignon , his wife , is sad to announce the death of Laurent Fignon today '' , said the hospital statement quoted by local medias .",Laurent Fignon,Valerie Fignon
846329908,12/12/2015 03:47:33,1830320732,12/12/2015 03:46:38,false,gifthunterclub,1,24043308,GBR,"","",94.102.147.250,per:spouse,VALERIE FIGNON his wife,N/A,14,1,16,3,wrong,Valerie Fignon,SF13_ENG_029,per:children,per:children,CONTEXT_NEG_1748,"`` Valerie Fignon , his wife , is sad to announce the death of Laurent Fignon today '' , said the hospital statement quoted by local medias .",Laurent Fignon,Valerie Fignon
846329908,12/12/2015 03:47:42,1830320793,12/12/2015 03:47:04,false,clixsense,1,7051387,USA,NY,Rego Park,67.247.11.75,per:spouse,his wife,N/A,14,1,16,3,wrong,Valerie Fignon,SF13_ENG_029,per:children,per:children,CONTEXT_NEG_1748,"`` Valerie Fignon , his wife , is sad to announce the death of Laurent Fignon today '' , said the hospital statement quoted by local medias .",Laurent Fignon,Valerie Fignon
846329908,12/12/2015 03:49:18,1830321997,12/12/2015 03:49:03,false,instagc,1,27597031,USA,VA,Manassas,108.31.34.199,per:spouse,his wife,N/A,14,1,16,3,wrong,Valerie Fignon,SF13_ENG_029,per:children,per:children,CONTEXT_NEG_1748,"`` Valerie Fignon , his wife , is sad to announce the death of Laurent Fignon today '' , said the hospital statement quoted by local medias .",Laurent Fignon,Valerie Fignon
846329908,12/12/2015 04:13:05,1830339432,12/12/2015 04:12:41,false,instagc,1,30326470,USA,CA,Santee,99.44.37.73,per:spouse,his wife,N/A,14,1,16,3,wrong,Valerie Fignon,SF13_ENG_029,per:children,per:children,CONTEXT_NEG_1748,"`` Valerie Fignon , his wife , is sad to announce the death of Laurent Fignon today '' , said the hospital statement quoted by local medias .",Laurent Fignon,Valerie Fignon
846329908,12/12/2015 05:00:15,1830379253,12/12/2015 04:59:49,false,bitcoinget,1,31256687,USA,NY,Astoria,67.250.90.101,NONE,N/A,wife,14,1,16,3,wrong,Valerie Fignon,SF13_ENG_029,per:children,per:children,CONTEXT_NEG_1748,"`` Valerie Fignon , his wife , is sad to announce the death of Laurent Fignon today '' , said the hospital statement quoted by local medias .",Laurent Fignon,Valerie Fignon
846329908,12/12/2015 06:00:35,1830427383,12/12/2015 05:58:40,false,zoombucks,1,6744840,CAN,BC,Kelowna,174.4.58.160,per:spouse,his wife,N/A,14,1,16,3,wrong,Valerie Fignon,SF13_ENG_029,per:children,per:children,CONTEXT_NEG_1748,"`` Valerie Fignon , his wife , is sad to announce the death of Laurent Fignon today '' , said the hospital statement quoted by local medias .",Laurent Fignon,Valerie Fignon
846329908,12/12/2015 06:10:17,1830435347,12/12/2015 06:09:38,false,instagc,1,32352104,USA,ME,Bangor,74.75.57.106,per:place_of_death,death of LAURENT FIGNON today the hospital,N/A,14,1,16,3,wrong,Valerie Fignon,SF13_ENG_029,per:children,per:children,CONTEXT_NEG_1748,"`` Valerie Fignon , his wife , is sad to announce the death of Laurent Fignon today '' , said the hospital statement quoted by local medias .",Laurent Fignon,Valerie Fignon
846329908,12/12/2015 06:13:41,1830438274,12/12/2015 06:13:27,false,instagc,1,13581319,USA,IL,Carlyle,208.70.36.12,per:spouse,wife,N/A,14,1,16,3,wrong,Valerie Fignon,SF13_ENG_029,per:children,per:children,CONTEXT_NEG_1748,"`` Valerie Fignon , his wife , is sad to announce the death of Laurent Fignon today '' , said the hospital statement quoted by local medias .",Laurent Fignon,Valerie Fignon
846329908,12/12/2015 08:23:15,1830506962,12/12/2015 08:22:40,false,instagc,1,22535866,GBR,M2,Solihull,82.36.153.115,per:cause_of_death,death hospital,N/A,14,1,16,3,wrong,Valerie Fignon,SF13_ENG_029,per:children,per:children,CONTEXT_NEG_1748,"`` Valerie Fignon , his wife , is sad to announce the death of Laurent Fignon today '' , said the hospital statement quoted by local medias .",Laurent Fignon,Valerie Fignon
846329908,12/12/2015 08:34:24,1830511945,12/12/2015 08:34:04,false,clixsense,1,30681826,GBR,H9,London,86.185.207.206,per:spouse,his wife,N/A,14,1,16,3,wrong,Valerie Fignon,SF13_ENG_029,per:children,per:children,CONTEXT_NEG_1748,"`` Valerie Fignon , his wife , is sad to announce the death of Laurent Fignon today '' , said the hospital statement quoted by local medias .",Laurent Fignon,Valerie Fignon
846329908,12/12/2015 08:54:42,1830520611,12/12/2015 08:54:14,false,neodev,1,11598752,CAN,ON,Toronto,104.243.97.4,per:spouse,his wife,N/A,14,1,16,3,wrong,Valerie Fignon,SF13_ENG_029,per:children,per:children,CONTEXT_NEG_1748,"`` Valerie Fignon , his wife , is sad to announce the death of Laurent Fignon today '' , said the hospital statement quoted by local medias .",Laurent Fignon,Valerie Fignon
846329908,12/12/2015 08:58:52,1830522387,12/12/2015 08:57:26,false,instagc,1,23287154,USA,CA,San Jose,50.184.60.102,per:spouse,VALERIE FIGNON his wife is sad to announce the death of LAURENT FIGNON,N/A,14,1,16,3,wrong,Valerie Fignon,SF13_ENG_029,per:children,per:children,CONTEXT_NEG_1748,"`` Valerie Fignon , his wife , is sad to announce the death of Laurent Fignon today '' , said the hospital statement quoted by local medias .",Laurent Fignon,Valerie Fignon
