"sent_id","per:title","org:founded_by","per:place_of_birth","per:children","per:alternate_names","per:cause_of_death","org:top_members_employees","per:employee_or_member_of","per:spouse","org:alternate_names","per:age","org:subsidiaries","per:place_of_death","per:schools_attended","org:place_of_headquarters","per:charges","per:origin","per:places_of_residence","none","per:title_cos","org:founded_by_cos","per:place_of_birth_cos","per:children_cos","per:alternate_names_cos","per:cause_of_death_cos","org:top_members_employees_cos","per:employee_or_member_of_cos","per:spouse_cos","org:alternate_names_cos","per:age_cos","org:subsidiaries_cos","per:place_of_death_cos","per:schools_attended_cos","org:place_of_headquarters_cos","per:charges_cos","per:origin_cos","per:places_of_residence_cos","none_cos","max_cos","max_rel","seed_relation","seed_relation_cos","term1","b1","e1","term2","b2","e2","sentence"
"CONTEXT_POS_243",0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.997458699830735,0,0,0,0,0,0,0,0,0,0,0,0.0712470499879096,0,0,0.997458699830735,"per:alternate_names","per:alternate_names",0.997458699830735,"Adam Gadahn","4","6","Azzam al-Amriki","10","12","The message also featured Adam Gadahn , also known as Azzam al-Amriki , an American who grew up in southern California , converted to Islam and joined al-Qaida ."
"CONTEXT_POS_1242",1,12,0,2,0,1,1,0,0,2,0,0,0,2,0,1,0,1,0,0.0788110406239101,0.945732487486921,0,0.15762208124782,0,0.0788110406239101,0.0788110406239101,0,0,0.15762208124782,0,0,0,0.15762208124782,0,0.0788110406239101,0,0.0788110406239101,0,0.945732487486921,"org:founded_by","org:founded_by",0.945732487486921,"Galleon Group","14","16","Raj Rajaratnam","8","10","Among those most recently charged were the billionaire Raj Rajaratnam , founder of the Galleon Group of hedge funds , and Danielle Chiesi , a hedge fund industry consultant , both of whom have denied wrongdoing and are facing trial later this year ."
"CONTEXT_POS_1000",0,0,0,0,2,0,0,0,0,12,0,1,0,0,0,0,0,0,1,0,0,0,0,0.163299316185545,0,0,0,0,0.979795897113271,0,0.0816496580927726,0,0,0,0,0,0,0.0816496580927726,0.979795897113271,"org:alternate_names","org:alternate_names",0.979795897113271,"International Agency for Research on Cancer","22","28","IARC","30","31","`` The users in the study were light users compared to today, '' said Prof. Elisabeth Cardis of World Health Organization 's International Agency for Research on Cancer , or IARC , which organized the study ."
"CONTEXT_POS_529",1,0,0,0,0,0,1,0,0,0,0,0,14,0,0,0,0,2,0,0.0703597544730292,0,0,0,0,0,0.0703597544730292,0,0,0,0,0,0.985036562622409,0,0,0,0,0.140719508946058,0,0.985036562622409,"per:place_of_death","per:places_of_residence",0.140719508946058,"Sparky Anderson","0","2","Thousand Oaks","42","44","Sparky Anderson , who managed Cincinnati 's powerful Big Red Machine to baseball dominance in the 1970s and became the first manager to win World Series championships in both the National and American Leagues , died on Thursday at his home in Thousand Oaks , Calif. He was 76 ."
"CONTEXT_POS_419",0,0,0,1,0,2,0,0,10,0,0,1,2,0,0,3,0,1,1,0,0,0,0.0909090909090909,0,0.181818181818182,0,0,0.909090909090909,0,0,0.0909090909090909,0.181818181818182,0,0,0.272727272727273,0,0.0909090909090909,0.0909090909090909,0.909090909090909,"per:spouse","per:spouse",0.909090909090909,"Kissel","10","11","Robert","16","17","Gruesome details emerged in the trial , including evidence that Kissel had rolled up her husband Robert 's body in a large carpet and left it in the bedroom of their luxurious apartment for days before hiring four workmen to carry it to a store room ."
"CONTEXT_POS_1187",1,2,1,0,0,0,9,0,0,1,0,1,0,1,1,5,0,0,0,0.0928476690885259,0.185695338177052,0.0928476690885259,0,0,0,0.835629021796733,0,0,0.0928476690885259,0,0.0928476690885259,0,0.0928476690885259,0.0928476690885259,0.46423834544263,0,0,0,0.835629021796733,"org:top_members_employees","org:top_members_employees",0.835629021796733,"Arcandor","20","21","Thomas Middlehoff","9","11","German prosecutors are to investigate allegations of fraud against Thomas Middlehoff , former head of the retail and tourism group Arcandor that declared insolvency this week , a spokesman told AFP on Friday ."
"CONTEXT_POS_365",0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0.936382183834623,0,0,0,0,0,0,0,0.0851256530758749,0,0,0,0,0,0.340502612303499,0,0,0.936382183834623,"per:place_of_birth","per:place_of_birth",0.936382183834623,"Penner","0","1","Inglewood","8","9","Penner was born Oct. 10 , 1957 in Inglewood and graduated from Western High School in Anaheim and Cal State Fullerton ."
"CONTEXT_POS_392",0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,14,0,0,0,0,0.0708881205008336,0,0,0,0.0708881205008336,0,0,0.0708881205008336,0,0,0,0,0,0,0.99243368701167,0,0,0,0.99243368701167,"per:charges","per:charges",0.99243368701167,"Kissel","0","1","murder","18","19","Kissel 's lawyers argued during the appeal hearing that prosecutors broke the law by using evidence during the murder trial that drew from the American 's initial bail hearing after she was charged ."
"CONTEXT_POS_249",3,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,6,0.375,0,0.125,0.125,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.125,0.75,0.75,"none","per:employee_or_member_of",0,"Adam Gadahn","19","21","Al-Qaeda","10","11","The recording 's focus on Pakistan was notable in that Al-Qaeda number two Ayman al-Zawahiri and US-born Al-Qaeda spokesman Adam Gadahn both assailed the US ally 's response to the flooding ."
"CONTEXT_POS_133",0,0,0,1,1,11,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0.0883883476483184,0.0883883476483184,0.972271824131503,0,0,0.0883883476483184,0,0,0,0.0883883476483184,0,0.0883883476483184,0.0883883476483184,0,0,0.0883883476483184,0.972271824131503,"per:cause_of_death","per:cause_of_death",0.972271824131503,"Tantawi","6","7","heart attack","11","13","An Egyptian official told AFP that Tantawi had died of a heart attack ."
"CONTEXT_POS_893",0,0,11,0,0,1,0,0,0,0,1,0,1,0,0,1,4,1,0,0,0,0.923099494126358,0,0,0.0839181358296689,0,0,0,0,0.0839181358296689,0,0.0839181358296689,0,0,0.0839181358296689,0.335672543318676,0.0839181358296689,0,0.923099494126358,"per:place_of_birth","per:place_of_birth",0.923099494126358,"Charles Gwathmey","0","2","N.C.","13","14","Charles Gwathmey was born on June 19 , 1938 , in Charlotte , N.C. , and was reared both there and in New York City ."
"CONTEXT_POS_413",1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0824786098842323,0,0,0.989743318610787,0,0,0,0,0,0,0,0,0,0,0,0.0824786098842323,0,0,0.0824786098842323,0.989743318610787,"per:children","per:children",0.989743318610787,"Kissel","5","6","Ira Keeshin","11","13","Separated by metal bars , Kissel spoke to her father , Ira Keeshin , briefly after Tuesday 's court session before she was returned to custody in a wheelchair ."
"CONTEXT_POS_1156",1,0,0,0,0,1,3,0,0,12,0,2,0,0,1,0,0,1,0,0.0788110406239101,0,0,0,0,0.0788110406239101,0.23643312187173,0,0,0.945732487486921,0,0.15762208124782,0,0,0.0788110406239101,0,0,0.0788110406239101,0,0.945732487486921,"org:alternate_names","org:alternate_names",0.945732487486921,"Economic Cooperation Organization","13","16","ECO","17","18","Tehran Times : -- The second meeting of senior energy officials of the Economic Cooperation Organization ( ECO ) kicked off on Monday in Tehran ."
"CONTEXT_POS_1013",0,0,0,0,0,1,1,0,0,0,0,12,0,0,1,0,0,0,1,0,0,0,0,0,0.0821994936526786,0.0821994936526786,0,0,0,0,0.986393923832144,0,0,0.0821994936526786,0,0,0,0.0821994936526786,0.986393923832144,"org:subsidiaries","org:subsidiaries",0.986393923832144,"International Agency for Research on Cancer","4","10","World Health Organization","16","19","Next month , the International Agency for Research on Cancer , the cancer arm of the World Health Organization , will classify shift work as a `` probable '' carcinogen ."
"CONTEXT_POS_1178",0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.162221421130763,0,0.973328526784575,0,0,0,0,0,0,0.162221421130763,0.973328526784575,"org:subsidiaries","org:subsidiaries",0.973328526784575,"Arcandor","21","22","Quelle","30","31","Last year had its share of asset write-downs as well however , in particular owing to the bankruptcy of German retailer Arcandor , which provided lots of business via its Quelle mail-order division ."
"CONTEXT_POS_290",1,0,1,0,1,0,1,0,0,1,10,1,0,0,1,0,0,0,3,0.0928476690885259,0,0.0928476690885259,0,0.0928476690885259,0,0.0928476690885259,0,0,0.0928476690885259,0.928476690885259,0.0928476690885259,0,0,0.0928476690885259,0,0,0,0.278543007265578,0.928476690885259,"per:age","per:age",0.928476690885259,"Lucille Clifton","0","2","73","8","9","Lucille Clifton , award-winning poet , dies at 73"
"CONTEXT_POS_711",0,1,0,0,0,0,0,0,0,1,0,0,0,11,0,1,0,0,3,0,0.086710996952412,0,0,0,0,0,0,0,0.086710996952412,0,0,0,0.953820966476532,0,0.086710996952412,0,0,0.260132990857236,0.953820966476532,"per:schools_attended","per:schools_attended",0.953820966476532,"Hewitt","13","14","New York University","5","8","A year after enrolling in New York University on a track scholarship , Hewitt dropped out ."
"CONTEXT_POS_407",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,0,0.215665546406877,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323498319610315,0.862662185627507,0.323498319610315,0.862662185627507,"per:places_of_residence","per:places_of_residence",0.862662185627507,"Kissel","0","1","Minneapolis","15","16","Kissel -- a native of Adrian , Michigan , whose family has also lived in Minneapolis -- has been serving a life sentence since she was convicted in September 2005 ."
"CONTEXT_POS_117",0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.961074462327142,0,0.0873704056661038,0,0,0,0,0,0.262111216998311,0.961074462327142,"per:age","per:age",0.961074462327142,"Ali Akbar Khan","0","3","87","54","55","Ali Akbar Khan , the foremost virtuoso of the lutelike sarod , whose dazzling technique and gift for melodic invention , often on display in concert with his brother-in-law Ravi Shankar , helped popularize North Indian classical music in the West , died Thursday at his home in San Anselmo , Calif. He was 87 ."
"CONTEXT_POS_496",3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0.262111216998311,0,0,0,0,0.0873704056661038,0,0,0,0,0,0,0,0,0,0,0,0,0.961074462327142,0.961074462327142,"none","per:cause_of_death",0.0873704056661038,"Fignon","0","1","cancer","28","29","Fignon , who had worked as a television commentator for the state-backed France 2 network for the past five years , announced last June that he had advanced cancer of the digestive system and was undergoing chemotherapy ."
"CONTEXT_POS_187",0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"per:cause_of_death","per:cause_of_death",1,"Chowdhry","7","8","heart attack","11","13","Pakistan Boxing Federation spokesman Obaid Awan said Chowdhry died of a heart attack in the southern port city of Karachi ."
"CONTEXT_POS_503",0,0,0,0,0,3,0,0,0,1,0,0,11,0,1,0,0,1,0,0,0,0,0,0,0.260132990857236,0,0,0,0.086710996952412,0,0,0.953820966476532,0,0.086710996952412,0,0,0.086710996952412,0,0.953820966476532,"per:place_of_death","per:place_of_birth",0,"Fignon","0","1","Paris","14","15","Fignon has died following a battle with cancer , the Pitie- Salpetriere hospital in Paris confirmed ."
"CONTEXT_POS_414",0,0,0,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.979795897113271,0.0816496580927726,0.0816496580927726,0,0,0,0,0,0,0,0,0,0,0,0,0.163299316185545,0.979795897113271,"per:children","per:children",0.979795897113271,"Kissel","13","14","Jean McGlothlin","17","19","She needs a good medical work-up but she 's got great spirits, '' Kissel 's mother , Jean McGlothlin , told reporters ."
"CONTEXT_POS_658",0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"per:schools_attended","per:schools_attended",1,"Cunningham","3","4","Cornish School","8","10","In 1937 , Cunningham began study at the Cornish School in Seattle ."
"CONTEXT_POS_878",0,1,1,0,1,1,0,0,0,0,13,0,0,1,0,0,0,1,0,0,0.0755928946018454,0.0755928946018454,0,0.0755928946018454,0.0755928946018454,0,0,0,0,0.982707629823991,0,0,0.0755928946018454,0,0,0,0.0755928946018454,0,0.982707629823991,"per:age","per:age",0.982707629823991,"Charles Gwathmey","1","3","71","4","5","-- Charles Gwathmey , 71 , an architect known for his influential modernist home designs and famous clients like director Steven Spielberg , of cancer in New York CIty ."
"CONTEXT_POS_1076",0,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.983078304622849,0,0,0,0,0.163846384103808,0,0,0,0,0,0,0,0,0,0,0,0.0819231920519041,0.983078304622849,"org:founded_by","org:founded_by",0.983078304622849,"Bipartisan Policy Center","7","10","Tom Daschle","30","32","The outside group is sponsored by the Bipartisan Policy Center , which was formed by four former Senate majority leaders -- Bob Dole and Howard Baker , Republicans , and Tom Daschle and George Mitchell , Democrats ."
"CONTEXT_POS_1162",0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,1,3,0,0,0,0,0,0,0,0,0,0.0870388279778489,0,0,0,0,0.957427107756338,0,0,0.0870388279778489,0.261116483933547,0.957427107756338,"org:place_of_headquarters","org:place_of_headquarters",0.957427107756338,"Arcandor","25","26","Essen","22","23","Arcandor 's mail-order subsidiary Quelle is in worse shape however , Klaus-Hubert Goerg told a press conference in the western city of Essen , where Arcandor is based ."
"CONTEXT_POS_477",2,1,0,11,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0.17025130615175,0.0851256530758749,0,0.936382183834623,0.0851256530758749,0,0,0,0,0,0,0,0,0.0851256530758749,0,0,0.0851256530758749,0,0.255376959227625,0.936382183834623,"per:children","per:children",0.936382183834623,"Billy Mays","31","33","Billy Mays III","36","39","`` I 'd rather have Sully doing this than some stranger , or some hotshot trying to be the next Billy Mays, '' said the guy who actually is the next Billy Mays , his son Billy Mays III ."
"CONTEXT_POS_779",0,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,1,1,4,0,0,0,0.929669680201368,0,0,0,0,0,0.0845154254728517,0,0,0,0,0,0,0.0845154254728517,0.0845154254728517,0.338061701891407,0.929669680201368,"per:children","per:children",0.929669680201368,"Dunne","16","17","Griffin Dunne","3","5","In addition to Griffin Dunne , of New York , survivors include another son , Alexander Dunne of Portland , Ore. ; and a granddaughter ."
"CONTEXT_POS_950",0,0,0,0,1,1,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0.0870388279778489,0.0870388279778489,0,0,0,0,0,0.957427107756338,0,0,0,0,0,0,0.261116483933547,0.957427107756338,"org:subsidiaries","org:subsidiaries",0.957427107756338,"Access Industries","5","7","LyondellBasell","0","1","LyondellBasell is privately owned by Access Industries and ProChemie Holding ."
"CONTEXT_POS_1246",0,5,0,0,0,0,5,0,0,0,0,1,0,0,0,3,0,0,3,0,0.601929265428846,0,0,0,0,0.601929265428846,0,0,0,0,0.120385853085769,0,0,0,0.361157559257308,0,0,0.361157559257308,0.601929265428846,"org:founded_by,org:top_members_employees","org:founded_by",0.601929265428846,"Galleon Group","22","24","Raj Rajaratnam","14","16","Just over a year ago , Bharara 's office brought insider trading charges against Raj Rajaratnam , the co-founder of hedge fund Galleon Group ."
"CONTEXT_POS_510",1,0,2,0,0,1,0,0,0,0,0,0,13,1,0,0,2,2,0,0.0737209780774486,0,0.147441956154897,0,0,0.0737209780774486,0,0,0,0,0,0,0.958372715006831,0.0737209780774486,0,0,0.147441956154897,0.147441956154897,0,0.958372715006831,"per:place_of_death","per:place_of_death",0.958372715006831,"Laurent Fignon","0","2","Paris","56","57","Laurent Fignon , a French cyclist whose two Tour de France victories were later overshadowed by a spectacularly narrow loss in that race to American Greg LeMond _ a defeat that came to define his career and rank among the most dramatic moments in sports history _ died Aug. 31 of cancer at a hospital in Paris ."
"CONTEXT_POS_357",0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,2,0,0.0819231920519041,0,0,0,0,0,0,0.983078304622849,0,0,0,0,0,0,0,0,0,0.163846384103808,0.983078304622849,"per:spouse","per:spouse",0.983078304622849,"McGregor","9","10","Lori","13","14","`` Our thoughts , our prayers are with ( McGregor 's wife ) Lori and the entire family as we all try to cope and understand how such a tragic loss could occur with such a wonderful man . ''"
"CONTEXT_POS_637",3,2,4,0,0,0,1,0,0,1,0,0,1,0,1,1,6,4,3,0.307793505625546,0.205195670417031,0.410391340834062,0,0,0,0.102597835208515,0,0,0.102597835208515,0,0,0.102597835208515,0,0.102597835208515,0.102597835208515,0.615587011251092,0.410391340834062,0.307793505625546,0.615587011251092,"per:origin","per:origin",0.615587011251092,"Chabrol","0","1","French","5","6","Chabrol was `` an immense French film director , free , impertinent , political and verbose, '' said Girard , Paris city hall 's top culture official ."
"CONTEXT_POS_277",0,0,0,0,13,0,0,0,0,0,1,0,1,0,0,1,1,1,2,0,0,0,0,0.97439119569462,0,0,0,0,0,0.0749531688995861,0,0.0749531688995861,0,0,0.0749531688995861,0.0749531688995861,0.0749531688995861,0.149906337799172,0.97439119569462,"per:alternate_names","per:alternate_names",0.97439119569462,"Mohammed Oudeh","7","9","Abu Daoud","17","19","The self-declared mastermind of the attack , Mohammed Oudeh , better known by his guerrilla name , Abu Daoud , died last month in Damascus at age 73 ."
"CONTEXT_POS_513",2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.173421993904824,0,0.953820966476532,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173421993904824,0,0.173421993904824,0.953820966476532,"per:place_of_birth","per:place_of_death",0,"Fignon","8","9","Paris","2","3","Born in Paris August 12 , 1960 , Fignon was one of the best cyclists of the 1980s ."
"CONTEXT_POS_1092",2,0,0,0,0,0,11,0,1,1,0,0,0,0,0,0,0,1,2,0.174077655955698,0,0,0,0,0,0.957427107756338,0,0.0870388279778489,0.0870388279778489,0,0,0,0,0,0,0,0.0870388279778489,0.174077655955698,0.957427107756338,"org:top_members_employees","org:top_members_employees",0.957427107756338,"China Banking Regulatory Commission","3","7","Jiang Dingzhi","0","2","Jiang Dingzhi , China Banking Regulatory Commission ( CBRC ) Vice Chairman also highlighted the importance of establishing a `` all- coverage '' financial supervision system ."
"CONTEXT_POS_79",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997458699830735,0,0,0.0712470499879096,0.997458699830735,"per:charges","per:charges",0.997458699830735,"Rana","0","1","conspiracy","17","18","Rana , a 49-year-old Canadian co-defendant who also lived in Chicago , has pleaded not guilty to conspiracy to provide material support to terrorism in Denmark and India , as well as to Lashkar-e-Taiba ."
